Measurement	Container 	Treatment	Species	Specimen	Stage	Activity level	Zooid length (mm)	Number of zooids	Colony volume (ml)	Date	Experiment	Time point (min)	Sensor ID	Injection time	Start time	O2 (mg/L)	Temperature (°C)	Container volume (ml)	Organism notes	Measurement notes	In-jar velocity (m/s)	Relevant control
822	Plastic	Anesthetized	Salpa fusiformis	D33-Sfus-B-1	Blastozooid	Anesthetized	28	3	1	9/11/2022	20	0	P4	20:27	20:33	5.95	26.3	208			NA	810
823	Plastic	Anesthetized	Salpa fusiformis	D33-Sfus-B-1	Blastozooid	Anesthetized	28	3	1	9/11/2022	20	30	P4	20:27	20:33	5.95	26.1	208			NA	811
824	Plastic	Anesthetized	Salpa fusiformis	D33-Sfus-B-1	Blastozooid	Anesthetized	28	3	1	9/11/2022	20	80	P4	20:27	20:33	6.12	24.8	208			NA	812
825	Plastic	Anesthetized	Salpa fusiformis	D33-Sfus-B-1	Blastozooid	Anesthetized	28	3	1	9/11/2022	20	123	P4	20:27	20:33	6.1	24.7	208			NA	813
826	Plastic	Anesthetized	Salpa fusiformis	D33-Sfus-B-1	Blastozooid	Anesthetized	28	3	1	9/11/2022	20	150	P4	20:27	20:33	6.08	24.6	208			NA	814
827	Plastic	Anesthetized	Salpa fusiformis	D33-Sfus-B-1	Blastozooid	Anesthetized	28	3	1	9/11/2022	20	180	P4	20:27	20:33	6.07	24.5	208			NA	815
828	Plastic	Intact	Salpa fusiformis	D33-Sfus-B-2	Blastozooid	Moderate	27	11	5.5	9/11/2022	20	0	P5	NA	20:34	5.68	26.3	208			NA	810
829	Plastic	Intact	Salpa fusiformis	D33-Sfus-B-2	Blastozooid	Moderate	27	11	5.5	9/11/2022	20	30	P5	NA	20:34	5.43	26.1	208			NA	811
830	Plastic	Intact	Salpa fusiformis	D33-Sfus-B-2	Blastozooid	Moderate	27	11	5.5	9/11/2022	20	80	P5	NA	20:34	5.27	24.8	208			NA	812
831	Plastic	Intact	Salpa fusiformis	D33-Sfus-B-2	Blastozooid	Moderate	27	11	5.5	9/11/2022	20	123	P5	NA	20:34	5.03	24.7	208			NA	813
832	Plastic	Intact	Salpa fusiformis	D33-Sfus-B-2	Blastozooid	Moderate	27	11	5.5	9/11/2022	20	150	P5	NA	20:34	4.87	24.6	208			NA	814
833	Plastic	Intact	Salpa fusiformis	D33-Sfus-B-2	Blastozooid	Moderate	27	11	5.5	9/11/2022	20	180	P5	NA	20:34	4.76	24.5	208			NA	815
834	Plastic	Intact	Salpa maxima	D33-Smax-B-1	Blastozooid	Moderate	100	5	32.5	9/11/2022	20	0	P6	NA	20:34	5.01	26.3	980	Vibilia amphipods		NA	810
835	Plastic	Intact	Salpa maxima	D33-Smax-B-1	Blastozooid	Moderate	100	5	32.5	9/11/2022	20	30	P6	NA	20:34	4.58	26.1	980	Vibilia amphipods		NA	811
836	Plastic	Intact	Salpa maxima	D33-Smax-B-1	Blastozooid	Moderate	100	5	32.5	9/11/2022	20	80	P6	NA	20:34	4.06	24.8	980	Vibilia amphipods		NA	812
837	Plastic	Intact	Salpa maxima	D33-Smax-B-1	Blastozooid	Moderate	100	5	32.5	9/11/2022	20	123	P6	NA	20:34	3.52	24.7	980	Vibilia amphipods		NA	813
838	Plastic	Intact	Salpa maxima	D33-Smax-B-1	Blastozooid	Moderate	100	5	32.5	9/11/2022	20	150	P6	NA	20:34	3.23	24.6	980	Vibilia amphipods		NA	814
839	Plastic	Intact	Salpa maxima	D33-Smax-B-1	Blastozooid	Moderate	100	5	32.5	9/11/2022	20	180	P6	NA	20:34	2.96	24.5	980	Vibilia amphipods		NA	815
840	Plastic	Anesthetized	Ritteriella sp.	D22-Rsp-B-1	Blastozooid	Anesthetized	25	25	11	9/11/2022	20	0	P7	20:26	20:35	5.87	26.3	980		Bubble	NA	810
841	Plastic	Anesthetized	Ritteriella sp.	D22-Rsp-B-1	Blastozooid	Anesthetized	25	25	11	9/11/2022	20	30	P7	20:26	20:35	5.85	26.1	980		Bubble	NA	811
842	Plastic	Anesthetized	Ritteriella sp.	D22-Rsp-B-1	Blastozooid	Anesthetized	25	25	11	9/11/2022	20	80	P7	20:26	20:35	5.79	24.8	980		Bubble	NA	812
843	Plastic	Anesthetized	Ritteriella sp.	D22-Rsp-B-1	Blastozooid	Anesthetized	25	25	11	9/11/2022	20	123	P7	20:26	20:35	5.73	24.7	980		Bubble	NA	813
844	Plastic	Anesthetized	Ritteriella sp.	D22-Rsp-B-1	Blastozooid	Anesthetized	25	25	11	9/11/2022	20	150	P7	20:26	20:35	5.83	24.6	980		Bubble	NA	814
845	Plastic	Anesthetized	Ritteriella sp.	D22-Rsp-B-1	Blastozooid	Anesthetized	25	25	11	9/11/2022	20	180	P7	20:26	20:35	5.84	24.5	980		Bubble	NA	815
846	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	0	P1	20:35	20:40	6.12	26.6	208	Control local seawater		NA	NA
847	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	40	P1	20:35	20:40	6.14	29.9	208	Control local seawater		NA	NA
848	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	80	P1	20:35	20:40	6.23	24.9	208	Control local seawater		NA	NA
849	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	120	P1	20:35	20:40	6.21	25.1	208	Control local seawater		NA	NA
850	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	160	P1	20:35	20:40	6.22	25	208	Control local seawater		NA	NA
851	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	200	P1	20:35	20:40	6.24	24.8	208	Control local seawater		NA	NA
852	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	0	P2	NA	20:40	NA	26.6	208	Bubble, probably never opened, invalid	Not valid	NA	NA
853	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	40	P2	NA	20:40	NA	29.9	208	Bubble, probably never opened, invalid	Not valid	NA	NA
854	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	80	P2	NA	20:40	NA	24.9	208	Bubble, probably never opened, invalid	Not valid	NA	NA
855	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	120	P2	NA	20:40	NA	25.1	208	Bubble, probably never opened, invalid	Not valid	NA	NA
856	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	160	P2	NA	20:40	NA	25	208	Bubble, probably never opened, invalid	Not valid	NA	NA
857	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	200	P2	NA	20:40	NA	24.8	208	Bubble, probably never opened, invalid	Not valid	NA	NA
858	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	0	P3 control	NA	20:41	6.19	26.6	72	Control local seawater		NA	NA
859	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	40	P3 control	NA	20:41	6.16	29.9	72	Control local seawater		NA	NA
860	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	80	P3 control	NA	20:41	6.31	24.9	72	Control local seawater		NA	NA
861	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	120	P3 control	NA	20:41	6.33	25.1	72	Control local seawater		NA	NA
862	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	160	P3 control	NA	20:41	6.37	25	72	Control local seawater		NA	NA
863	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/12/2022	21	200	P3 control	NA	20:41	6.43	24.8	72	Control local seawater		NA	NA
864	Plastic	Anesthetized	Salpa fusiformis	D35-Sfus-B-1	Blastozooid	Anesthetized	15	13	1.6	9/12/2022	21	0	P4	20:36	20:41	5.98	26.6	208			NA	846
865	Plastic	Anesthetized	Salpa fusiformis	D35-Sfus-B-1	Blastozooid	Anesthetized	15	13	1.6	9/12/2022	21	40	P4	20:36	20:41	5.9	29.9	208			NA	847
866	Plastic	Anesthetized	Salpa fusiformis	D35-Sfus-B-1	Blastozooid	Anesthetized	15	13	1.6	9/12/2022	21	80	P4	20:36	20:41	5.92	24.9	208			NA	848
867	Plastic	Anesthetized	Salpa fusiformis	D35-Sfus-B-1	Blastozooid	Anesthetized	15	13	1.6	9/12/2022	21	120	P4	20:36	20:41	5.85	25.1	208			NA	849
868	Plastic	Anesthetized	Salpa fusiformis	D35-Sfus-B-1	Blastozooid	Anesthetized	15	13	1.6	9/12/2022	21	160	P4	20:36	20:41	5.84	25	208			NA	850
869	Plastic	Anesthetized	Salpa fusiformis	D35-Sfus-B-1	Blastozooid	Anesthetized	15	13	1.6	9/12/2022	21	200	P4	20:36	20:41	5.85	24.8	208			NA	851
870	Plastic	Anesthetized	Brooksia rostrata	D35-Bros-B-1	Blastozooid	Anesthetized	4	22	0.2	9/12/2022	21	0	P5	20:37	20:42	6.15	26.6	208			NA	846
871	Plastic	Anesthetized	Brooksia rostrata	D35-Bros-B-1	Blastozooid	Anesthetized	4	22	0.2	9/12/2022	21	40	P5	20:37	20:42	6.23	29.9	208			NA	847
872	Plastic	Anesthetized	Brooksia rostrata	D35-Bros-B-1	Blastozooid	Anesthetized	4	22	0.2	9/12/2022	21	80	P5	20:37	20:42	6.24	24.9	208			NA	848
873	Plastic	Anesthetized	Brooksia rostrata	D35-Bros-B-1	Blastozooid	Anesthetized	4	22	0.2	9/12/2022	21	120	P5	20:37	20:42	6.23	25.1	208			NA	849
874	Plastic	Anesthetized	Brooksia rostrata	D35-Bros-B-1	Blastozooid	Anesthetized	4	22	0.2	9/12/2022	21	160	P5	20:37	20:42	6.23	25	208			NA	850
875	Plastic	Anesthetized	Brooksia rostrata	D35-Bros-B-1	Blastozooid	Anesthetized	4	22	0.2	9/12/2022	21	200	P5	20:37	20:42	6.25	24.8	208			NA	851
876	Plastic	Anesthetized	Pegea sp.	D35-Pcon-B-1	Blastozooid	Anesthetized	35	8	23	9/12/2022	21	0	P6	20:33	20:43	6.08	26.6	980	Lots of poop, broken zooids		NA	846
877	Plastic	Anesthetized	Pegea sp.	D35-Pcon-B-1	Blastozooid	Anesthetized	35	8	23	9/12/2022	21	40	P6	20:33	20:43	6.15	29.9	980	Lots of poop, broken zooids		NA	847
878	Plastic	Anesthetized	Pegea sp.	D35-Pcon-B-1	Blastozooid	Anesthetized	35	8	23	9/12/2022	21	80	P6	20:33	20:43	6.1	24.9	980	Lots of poop, broken zooids		NA	848
879	Plastic	Anesthetized	Pegea sp.	D35-Pcon-B-1	Blastozooid	Anesthetized	35	8	23	9/12/2022	21	120	P6	20:33	20:43	6.01	25.1	980	Lots of poop, broken zooids		NA	849
880	Plastic	Anesthetized	Pegea sp.	D35-Pcon-B-1	Blastozooid	Anesthetized	35	8	23	9/12/2022	21	160	P6	20:33	20:43	5.9	25	980	Lots of poop, broken zooids		NA	850
881	Plastic	Anesthetized	Pegea sp.	D35-Pcon-B-1	Blastozooid	Anesthetized	35	8	23	9/12/2022	21	200	P6	20:33	20:43	5.81	24.8	980	Lots of poop, broken zooids		NA	851
882	Plastic	Intact	Ritteriella sp.	D25-Rsp-B-1	Blastozooid	Moderate	33	14	18.2	9/12/2022	21	0	P7	NA	20:43	6	26.6	980			NA	858
883	Plastic	Intact	Ritteriella sp.	D25-Rsp-B-1	Blastozooid	Moderate	33	14	18.2	9/12/2022	21	40	P7	NA	20:43	6.01	29.9	980			NA	859
884	Plastic	Intact	Ritteriella sp.	D25-Rsp-B-1	Blastozooid	Moderate	33	14	18.2	9/12/2022	21	80	P7	NA	20:43	5.92	24.9	980			NA	860
885	Plastic	Intact	Ritteriella sp.	D25-Rsp-B-1	Blastozooid	Moderate	33	14	18.2	9/12/2022	21	120	P7	NA	20:43	5.8	25.1	980			NA	861
886	Plastic	Intact	Ritteriella sp.	D25-Rsp-B-1	Blastozooid	Moderate	33	14	18.2	9/12/2022	21	160	P7	NA	20:43	5.69	25	980			NA	862
887	Plastic	Intact	Ritteriella sp.	D25-Rsp-B-1	Blastozooid	Moderate	33	14	18.2	9/12/2022	21	200	P7	NA	20:43	5.6	24.8	980			NA	863
888	Plastic	Anesthetized	Salpa maxima	D37-Smax-B-1	Blastozooid	Anesthetized	70	1	7	9/13/2022	22	0	P1	20:34	20:35	3.66	26.9	208			NA	906
889	Plastic	Anesthetized	Salpa maxima	D37-Smax-B-1	Blastozooid	Anesthetized	70	1	7	9/13/2022	22	30	P1	20:34	20:35	5.5	26.7	208			NA	907
890	Plastic	Anesthetized	Salpa maxima	D37-Smax-B-1	Blastozooid	Anesthetized	70	1	7	9/13/2022	22	65	P1	20:34	20:35	5.36	26.6	208			NA	908
891	Plastic	Anesthetized	Salpa maxima	D37-Smax-B-1	Blastozooid	Anesthetized	70	1	7	9/13/2022	22	93	P1	20:34	20:35	5.28	26.7	208			NA	909
892	Plastic	Anesthetized	Salpa maxima	D37-Smax-B-1	Blastozooid	Anesthetized	70	1	7	9/13/2022	22	127	P1	20:34	20:35	5.24	26.7	208			NA	910
893	Plastic	Anesthetized	Salpa maxima	D37-Smax-B-1	Blastozooid	Anesthetized	70	1	7	9/13/2022	22	180	P1	20:34	20:35	5.11	26.7	208			NA	911
894	Plastic	Intact	Cyclosalpa bakeri	D37-Cbak-B-1	Blastozooid	Low	10	8	1.5	9/13/2022	22	0	P2	NA	20:35	6.14	26.9	208			NA	900
895	Plastic	Intact	Cyclosalpa bakeri	D37-Cbak-B-1	Blastozooid	Low	10	8	1.5	9/13/2022	22	30	P2	NA	20:35	6.13	26.7	208			NA	901
896	Plastic	Intact	Cyclosalpa bakeri	D37-Cbak-B-1	Blastozooid	Low	10	8	1.5	9/13/2022	22	65	P2	NA	20:35	6.06	26.6	208			NA	902
897	Plastic	Intact	Cyclosalpa bakeri	D37-Cbak-B-1	Blastozooid	Low	10	8	1.5	9/13/2022	22	93	P2	NA	20:35	6.06	26.7	208			NA	903
898	Plastic	Intact	Cyclosalpa bakeri	D37-Cbak-B-1	Blastozooid	Low	10	8	1.5	9/13/2022	22	127	P2	NA	20:35	6.04	26.7	208			NA	904
899	Plastic	Intact	Cyclosalpa bakeri	D37-Cbak-B-1	Blastozooid	Low	10	8	1.5	9/13/2022	22	180	P2	NA	20:35	6.03	26.7	208			NA	905
900	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	0	P3 control	NA	20:35	6.2	26.9	72	Control local seawater		NA	NA
901	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	30	P3 control	NA	20:35	6.17	26.7	72	Control local seawater		NA	NA
902	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	65	P3 control	NA	20:35	6.16	26.6	72	Control local seawater		NA	NA
903	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	93	P3 control	NA	20:35	6.18	26.7	72	Control local seawater		NA	NA
904	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	127	P3 control	NA	20:35	6.18	26.7	72	Control local seawater		NA	NA
905	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	180	P3 control	NA	20:35	6.2	26.7	72	Control local seawater		NA	NA
906	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	0	P4	20:32	20:36	6.15	26.9	208	Control local seawater		NA	NA
907	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	30	P4	20:32	20:36	6.11	26.7	208	Control local seawater		NA	NA
908	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	65	P4	20:32	20:36	6.09	26.6	208	Control local seawater		NA	NA
909	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	93	P4	20:32	20:36	6.12	26.7	208	Control local seawater		NA	NA
910	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	127	P4	20:32	20:36	6.14	26.7	208	Control local seawater		NA	NA
911	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/13/2022	22	180	P4	20:32	20:36	6.16	26.7	208	Control local seawater		NA	NA
912	Plastic	Intact	Soestia zonaria	D37-Szon-B-1	Blastozooid	Active	21	9	5.4	9/13/2022	22	0	P5	NA	20:36	5.66	26.9	208	Kind of stuck by length and rigidity, 1 zooid popped off		NA	900
913	Plastic	Intact	Soestia zonaria	D37-Szon-B-2	Blastozooid	Active	21	9	5.4	9/13/2022	22	30	P5	NA	20:36	5.27	26.7	208	Kind of stuck by length and rigidity, 1 zooid popped off		NA	901
914	Plastic	Intact	Soestia zonaria	D37-Szon-B-3	Blastozooid	Active	21	9	5.4	9/13/2022	22	65	P5	NA	20:36	4.96	26.6	208	Kind of stuck by length and rigidity, 1 zooid popped off		NA	902
915	Plastic	Intact	Soestia zonaria	D37-Szon-B-4	Blastozooid	Active	21	9	5.4	9/13/2022	22	93	P5	NA	20:36	4.75	26.7	208	Kind of stuck by length and rigidity, 1 zooid popped off		NA	903
916	Plastic	Intact	Soestia zonaria	D37-Szon-B-5	Blastozooid	Active	21	9	5.4	9/13/2022	22	127	P5	NA	20:36	4.55	26.7	208	Kind of stuck by length and rigidity, 1 zooid popped off		NA	904
917	Plastic	Intact	Soestia zonaria	D37-Szon-B-6	Blastozooid	Active	21	9	5.4	9/13/2022	22	180	P5	NA	20:36	4.14	26.7	208	Kind of stuck by length and rigidity, 1 zooid popped off		NA	905
918	Plastic	Anesthetized	Pegea sp.	D37-Pcon-B-1	Blastozooid	Anesthetized	60	12	80	9/13/2022	22	0	P6	20:33	20:37	5.04	26.9	980	Symbiotic fish and amphipods		NA	906
919	Plastic	Anesthetized	Pegea sp.	D37-Pcon-B-1	Blastozooid	Anesthetized	60	12	80	9/13/2022	22	30	P6	20:33	20:37	4.72	26.7	980	Symbiotic fish and amphipods		NA	907
920	Plastic	Anesthetized	Pegea sp.	D37-Pcon-B-1	Blastozooid	Anesthetized	60	12	80	9/13/2022	22	65	P6	20:33	20:37	4.23	26.6	980	Symbiotic fish and amphipods		NA	908
921	Plastic	Anesthetized	Pegea sp.	D37-Pcon-B-1	Blastozooid	Anesthetized	60	12	80	9/13/2022	22	93	P6	20:33	20:37	4.03	26.7	980	Symbiotic fish and amphipods		NA	909
922	Plastic	Anesthetized	Pegea sp.	D37-Pcon-B-1	Blastozooid	Anesthetized	60	12	80	9/13/2022	22	127	P6	20:33	20:37	3.8	26.7	980	Symbiotic fish and amphipods		NA	910
923	Plastic	Anesthetized	Pegea sp.	D37-Pcon-B-1	Blastozooid	Anesthetized	60	12	80	9/13/2022	22	180	P6	20:33	20:37	3.33	26.7	980	Symbiotic fish and amphipods		NA	911
924	Plastic	Anesthetized	Ritteriella sp.	D37-Rsp-B-1	Blastozooid	Anesthetized	57	8	63	9/13/2022	22	0	P7	20:31	20:38	5.34	26.9	980	Amphipods, poop		NA	906
925	Plastic	Anesthetized	Ritteriella sp.	D37-Rsp-B-1	Blastozooid	Anesthetized	57	8	63	9/13/2022	22	30	P7	20:31	20:38	5.15	26.7	980	Amphipods, poop		NA	907
926	Plastic	Anesthetized	Ritteriella sp.	D37-Rsp-B-1	Blastozooid	Anesthetized	57	8	63	9/13/2022	22	65	P7	20:31	20:38	4.88	26.6	980	Amphipods, poop		NA	908
927	Plastic	Anesthetized	Ritteriella sp.	D37-Rsp-B-1	Blastozooid	Anesthetized	57	8	63	9/13/2022	22	93	P7	20:31	20:38	4.76	26.7	980	Amphipods, poop		NA	909
928	Plastic	Anesthetized	Ritteriella sp.	D37-Rsp-B-1	Blastozooid	Anesthetized	57	8	63	9/13/2022	22	127	P7	20:31	20:38	4.71	26.7	980	Amphipods, poop		NA	910
929	Plastic	Anesthetized	Ritteriella sp.	D37-Rsp-B-1	Blastozooid	Anesthetized	57	8	63	9/13/2022	22	180	P7	20:31	20:38	4.48	26.7	980	Amphipods, poop		NA	911
930	Plastic	Anesthetized	Salpa fusiformis	D39-Sfus-B-1	Blastozooid	Anesthetized	13	16	1	9/14/2022	23	0	P1	20:35	20:36	5.91	26.5	208	Bycatch shrimp <1cm		NA	944
931	Plastic	Anesthetized	Salpa fusiformis	D39-Sfus-B-1	Blastozooid	Anesthetized	13	16	1	9/14/2022	23	30	P1	20:35	20:36	5.93	26.3	208	Bycatch shrimp <1cm		NA	945
932	Plastic	Anesthetized	Salpa fusiformis	D39-Sfus-B-1	Blastozooid	Anesthetized	13	16	1	9/14/2022	23	62	P1	20:35	20:36	5.93	26.3	208	Bycatch shrimp <1cm		NA	946
933	Plastic	Anesthetized	Salpa fusiformis	D39-Sfus-B-1	Blastozooid	Anesthetized	13	16	1	9/14/2022	23	94	P1	20:35	20:36	6.02	26.3	208	Bycatch shrimp <1cm		NA	947
934	Plastic	Anesthetized	Salpa fusiformis	D39-Sfus-B-1	Blastozooid	Anesthetized	13	16	1	9/14/2022	23	127	P1	20:35	20:36	6.03	26.4	208	Bycatch shrimp <1cm		NA	948
935	Plastic	Anesthetized	Salpa fusiformis	D39-Sfus-B-1	Blastozooid	Anesthetized	13	16	1	9/14/2022	23	150	P1	20:35	20:36	6.02	26.4	208	Bycatch shrimp <1cm		NA	949
936	Plastic	Anesthetized	Salpa fusiformis	D39-Sfus-B-1	Blastozooid	Anesthetized	13	16	1	9/14/2022	23	240	P1	20:35	20:36	6.02	25.7	208	Bycatch shrimp <1cm		NA	950
937	Plastic	Anesthetized	Cyclosalpa bakeri	D39-Cbak-B-1	Blastozooid	Anesthetized	9	4	0.2	9/14/2022	23	0	P2	20:35	20:36	6.21	26.5	208	Colony fell apart to single zooids		NA	944
938	Plastic	Anesthetized	Cyclosalpa bakeri	D39-Cbak-B-1	Blastozooid	Anesthetized	9	4	0.2	9/14/2022	23	30	P2	20:35	20:36	6.2	26.3	208	Colony fell apart to single zooids		NA	945
939	Plastic	Anesthetized	Cyclosalpa bakeri	D39-Cbak-B-1	Blastozooid	Anesthetized	9	4	0.2	9/14/2022	23	62	P2	20:35	20:36	6.2	26.3	208	Colony fell apart to single zooids		NA	946
940	Plastic	Anesthetized	Cyclosalpa bakeri	D39-Cbak-B-1	Blastozooid	Anesthetized	9	4	0.2	9/14/2022	23	94	P2	20:35	20:36	6.28	26.3	208	Colony fell apart to single zooids		NA	947
941	Plastic	Anesthetized	Cyclosalpa bakeri	D39-Cbak-B-1	Blastozooid	Anesthetized	9	4	0.2	9/14/2022	23	127	P2	20:35	20:36	6.32	26.4	208	Colony fell apart to single zooids		NA	948
942	Plastic	Anesthetized	Cyclosalpa bakeri	D39-Cbak-B-1	Blastozooid	Anesthetized	9	4	0.2	9/14/2022	23	150	P2	20:35	20:36	6.34	26.4	208	Colony fell apart to single zooids		NA	949
943	Plastic	Anesthetized	Cyclosalpa bakeri	D39-Cbak-B-1	Blastozooid	Anesthetized	9	4	0.2	9/14/2022	23	240	P2	20:35	20:36	6.4	25.7	208	Colony fell apart to single zooids		NA	950
944	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	0	P3 control	NA	20:37	6.19	26.5	72	Control local seawater		NA	NA
945	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	30	P3 control	NA	20:37	6.21	26.3	72	Control local seawater		NA	NA
946	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	62	P3 control	NA	20:37	6.27	26.3	72	Control local seawater		NA	NA
947	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	94	P3 control	NA	20:37	6.36	26.3	72	Control local seawater		NA	NA
948	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	127	P3 control	NA	20:37	6.41	26.4	72	Control local seawater		NA	NA
949	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	150	P3 control	NA	20:37	6.41	26.4	72	Control local seawater		NA	NA
950	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	9/14/2022	23	240	P3 control	NA	20:37	6.46	25.7	72	Control local seawater		NA	NA
951	Plastic	Anesthetized	Brooksia rostrata	D39-Bros-B-2	Blastozooid	Anesthetized	4	12	0.2	9/14/2022	23	0	P4	20:34	20:37	6.16	26.5	208	Dropped 2 zooids		NA	944
952	Plastic	Anesthetized	Brooksia rostrata	D39-Bros-B-2	Blastozooid	Anesthetized	4	12	0.2	9/14/2022	23	30	P4	20:34	20:37	6.12	26.3	208	Dropped 2 zooids		NA	945
953	Plastic	Anesthetized	Brooksia rostrata	D39-Bros-B-2	Blastozooid	Anesthetized	4	12	0.2	9/14/2022	23	62	P4	20:34	20:37	6.14	26.3	208	Dropped 2 zooids		NA	946
954	Plastic	Anesthetized	Brooksia rostrata	D39-Bros-B-2	Blastozooid	Anesthetized	4	12	0.2	9/14/2022	23	94	P4	20:34	20:37	6.21	26.3	208	Dropped 2 zooids		NA	947
955	Plastic	Anesthetized	Brooksia rostrata	D39-Bros-B-2	Blastozooid	Anesthetized	4	12	0.2	9/14/2022	23	127	P4	20:34	20:37	6.26	26.4	208	Dropped 2 zooids		NA	948
956	Plastic	Anesthetized	Brooksia rostrata	D39-Bros-B-2	Blastozooid	Anesthetized	4	12	0.2	9/14/2022	23	150	P4	20:34	20:37	6.27	26.4	208	Dropped 2 zooids		NA	949
957	Plastic	Anesthetized	Brooksia rostrata	D39-Bros-B-2	Blastozooid	Anesthetized	4	12	0.2	9/14/2022	23	240	P4	20:34	20:37	6.35	25.7	208	Dropped 2 zooids		NA	950
958	Plastic	Anesthetized	Cyclosalpa sewelli	D39-Csew-B-1	Blastozooid	Anesthetized	9	15	1.3	9/14/2022	23	0	P5	20:33	20:38	6.25	26.5	208			NA	944
959	Plastic	Anesthetized	Cyclosalpa sewelli	D39-Csew-B-1	Blastozooid	Anesthetized	9	15	1.3	9/14/2022	23	30	P5	20:33	20:38	6.25	26.3	208			NA	945
960	Plastic	Anesthetized	Cyclosalpa sewelli	D39-Csew-B-1	Blastozooid	Anesthetized	9	15	1.3	9/14/2022	23	62	P5	20:33	20:38	6.25	26.3	208			NA	946
961	Plastic	Anesthetized	Cyclosalpa sewelli	D39-Csew-B-1	Blastozooid	Anesthetized	9	15	1.3	9/14/2022	23	94	P5	20:33	20:38	6.31	26.3	208			NA	947
962	Plastic	Anesthetized	Cyclosalpa sewelli	D39-Csew-B-1	Blastozooid	Anesthetized	9	15	1.3	9/14/2022	23	127	P5	20:33	20:38	6.36	26.4	208			NA	948
963	Plastic	Anesthetized	Cyclosalpa sewelli	D39-Csew-B-1	Blastozooid	Anesthetized	9	15	1.3	9/14/2022	23	150	P5	20:33	20:38	6.33	26.4	208			NA	949
964	Plastic	Anesthetized	Cyclosalpa sewelli	D39-Csew-B-1	Blastozooid	Anesthetized	9	15	1.3	9/14/2022	23	240	P5	20:33	20:38	6.38	25.7	208			NA	950
965	Plastic	Anesthetized	Metcalfina hexagona	D39-Mhex-B-1	Blastozooid	Anesthetized	28	16	22	9/14/2022	23	0	P6	20:32	20:39	5.78	26.5	980	Poop		NA	972
966	Plastic	Anesthetized	Metcalfina hexagona	D39-Mhex-B-1	Blastozooid	Anesthetized	28	16	22	9/14/2022	23	30	P6	20:32	20:39	5.67	26.3	980	Poop		NA	973
967	Plastic	Anesthetized	Metcalfina hexagona	D39-Mhex-B-1	Blastozooid	Anesthetized	28	16	22	9/14/2022	23	62	P6	20:32	20:39	5.58	26.3	980	Poop		NA	974
968	Plastic	Anesthetized	Metcalfina hexagona	D39-Mhex-B-1	Blastozooid	Anesthetized	28	16	22	9/14/2022	23	94	P6	20:32	20:39	5.59	26.3	980	Poop		NA	975
